Id,preco
244,718642.0160718721
245,350155.1867735011
246,534539.5246882557
247,646035.8372995893
248,531354.0245310453
249,834607.7213482362
250,1336016.2496895543
251,361912.6197168
252,559670.9673643848
253,558618.0158739226
254,640198.0632189071
255,738955.479695837
256,318764.8000032991
257,780006.3298268906
258,1354333.0481437787
259,1035498.5747834052
260,636338.5154019692
261,644925.0188478396
262,306312.1360093244
263,788813.3666795843
264,328092.43805239396
265,381256.9627376528
266,354529.3700044852
267,715614.0604421289
268,370868.49017137673
269,1285796.8922371
270,382827.0257524059
271,698749.7563382335
272,685001.5477951524
273,500927.94992494246
274,499597.68624993856
275,387599.6156114504
276,319259.6631983033
277,1255273.6731143482
278,318764.8000032991
279,939305.7971208737
280,249828.80045244237
281,891974.5692352004
282,378758.1325421558
283,391530.8980835866
284,1194294.235690339
285,1237959.0954705982
286,329533.2325055125
287,954645.9228908542
288,577061.7810272317
289,912265.628232866
290,819410.5163322394
291,727078.9798277025
292,891220.9922733459
293,584283.340947792
294,1388977.9141178385
295,387270.2679889671
296,500468.06265492155
297,947764.9383698958
298,432054.48486026324
299,683960.3248429176
300,986076.8815223278
301,796324.138416397
302,383706.5586667151
303,563303.5515655553
304,364243.0183892448
305,327010.0394727484
306,288930.45131820947
307,499768.8456409899
308,424138.6674583433
309,590991.2010036198
310,217015.11227216496
311,1149437.5676391167
312,1241482.087598349
313,536178.7366126438
314,340718.9089687825
315,1105571.2598938444
316,1350567.749391818
317,1286153.367233194
318,396345.49654698564
319,400681.4443635671
320,311215.66949719976
321,1340546.299487085
322,1037197.0815135987
323,417420.6185003312
324,298562.0036794123
325,618367.4694717072
326,437428.5297455969
327,1331953.5084588383
328,1028537.397044534
329,413738.8789512881
330,782549.7921408016
331,371952.91130291164
332,662197.3150334875
333,1066171.2511784248
334,1332701.1726311224
335,491989.68551278685
336,272202.91597791493
337,514438.1044450936
338,1029435.6307576589
339,445196.8625125693
340,428810.1383487111
341,755040.3409054007
342,985348.7353454009
343,1125229.9781048996
344,963867.8484972963
345,751463.9579226478
346,374787.06987299916
347,665897.2752678773
348,607040.2340201932
349,1114804.8391931583
350,389310.83656256204
351,1194532.718889782
352,557359.6152421511
353,1259287.622645062
354,388079.04496433673
355,656749.6506514974
356,545864.5901849596
357,1070203.4517182836
358,374060.24337970914
359,941238.6069895412
360,369717.857810594
361,949678.2126582039
362,299904.0474287405
363,353385.7110762038
364,487255.93423809676
365,835437.2190629584
366,1138697.9485213335
367,249828.80045244237
368,1349352.2346898448
369,1359809.7025165455
370,353990.455785156
371,382318.12000904366
372,701751.51114526
373,1229388.7507465966
374,850436.9744480104
375,1418670.2458489267
376,372398.72531928064
377,514513.23887065204
378,1113989.785457943
379,556340.9573642601
380,559983.666588727
381,332399.71501470584
382,522337.2991672894
383,752872.4675155656
384,339513.82476361125
385,465716.4784075924
386,1101064.808531745
387,1230397.8699657298
388,341080.45948157297
389,795895.4688731031
390,498447.8045795151
391,441833.15422208083
392,983246.6899859156
393,566504.5318401671
394,340718.9089687825
395,344638.2565227676
396,434558.0379497613
397,500012.65347007447
398,608265.1610197427
399,672792.9608477162
400,661661.6859491033
401,431789.0002599266
402,538294.5615412233
403,402170.3483174095
404,793375.5820679644
405,1250859.3697806546
406,324693.26035770326
407,578974.1344916787
408,921955.6945492588
409,532103.0863642684
410,478090.61094713665
411,323719.3501154694
412,227933.9500593006
413,435021.0329696541
414,530781.0113832621
415,651701.8663726801
416,685455.8577812338
417,530444.1272115122
418,360889.07847240823
419,289906.73452247336
420,479104.0653493601
421,378328.7271352395
422,265877.4393417572
423,263380.7229825217
424,244949.847709125
425,641472.0831190547
426,851264.0617722203
427,1054351.4723586498
428,1354106.6071090673
429,393785.3678041713
430,320582.9598189023
431,319473.04926655843
432,1021214.6313371992
433,227446.44218702425
434,1116842.7859320194
435,564470.0329584356
436,1387903.5047228602
437,1233233.5509738296
438,365473.155763852
439,243442.7074068466
440,776851.3106177683
441,344826.54888504243
442,326203.4377626489
443,409051.6489359746
444,838075.8832898835
445,795016.4440845972
446,252581.02758592006
447,356155.5268560277
448,904310.2565373586
449,408698.79208162753
450,250019.2238925568
451,1114804.8391931583
452,903274.6406023344
453,461870.79642643506
454,352315.7342232043
455,553287.3873838977
456,729828.3695829073
457,329928.12086396443
458,356718.2848157475
459,353212.70145980414
460,249828.80045244237
461,665695.987421333
462,341564.73795463867
463,462814.73133820033
464,414771.82071691955
465,492320.32505188335
466,930367.7254927346
467,1323619.1897518907
468,980489.507652989
469,1394892.3760518527
470,1013254.7224875055
471,529470.5906660416
472,343300.55583089276
473,197621.26141703976
474,404708.6037776694
475,1245294.8372095467
476,814926.7583820467
477,436862.86705702025
478,336602.0839608791
479,737680.1399225662
480,538620.3911547466
481,1273933.3438717783
482,762164.8277961919
483,428389.82298328815
484,584954.6022478208
485,562302.9466626041
486,1198909.0455635814
487,506622.6268175092
488,933798.6170672852
489,354764.43072706
490,808875.7454387692
491,304881.73611391714
492,313232.1880141518
493,393277.60160477564
494,582192.8776882999
495,1153012.8013763526
496,972628.6140067797
497,586783.6901383011
498,658336.296852873
499,514238.3775454428
500,1043572.8059349667
501,1287506.9924319722
502,540389.73837832
503,307310.19808047067
504,415011.1082132051
505,1133606.3551584654
506,1324723.5970286855
507,611776.8839137515
508,285058.0643770672
509,532048.6222702187
510,715151.5752818368
511,507726.76098163263
512,1391423.2995565792
513,346396.38331762626
514,283946.5677672524
515,412741.8443514383
516,1015319.5044491218
517,759592.0397537125
518,607247.3399055927
519,438141.6911118085
520,1214556.299658027
521,802109.566717181
522,610972.1175932098
523,266213.41468546086
524,1114804.8391931583
525,1257937.1535844556
526,880610.7398610264
527,1331953.5084588383
528,590851.5384691211
529,311042.9894006438
530,860145.9605571299
531,919839.4152718814
532,581447.905260534
533,895038.1589170597
534,352826.2692731446
535,360204.96911708853
536,443727.4328040959
537,1330845.728271063
538,1227522.3692492107
539,1295861.71337508
540,357225.48026665533
541,334343.95302499126
542,646037.4424171031
543,832411.4788770588
544,452860.0676143793
545,582639.5882985058
546,262754.12848659465
547,1093205.0907312585
548,334230.7973249677
549,360007.88410339283
550,654888.3882207447
551,460056.82576989365
552,1055004.4609602839
553,460461.4187755386
554,385393.2677129432
555,375374.4556116107
556,371037.5222683428
557,455453.614136055
558,349406.9098750314
559,1327113.5753236725
560,634533.9008758115
561,447218.4997379156
562,252796.82089188503
563,567493.6173485586
564,571085.195350722
565,611764.5122468802
566,280611.73792892334
567,315062.5598798472
568,607010.925766882
569,761268.0376905649
570,311988.55715419806
571,836386.2566202728
572,419730.47690660553
573,751434.7440010123
574,399432.61033948406
575,404152.40102444903
576,1279306.9776556212
577,884500.9230928884
578,258037.11638869875
579,733682.1533872171
580,1001358.6560541968
581,411610.3567938741
582,1394381.6768118802
583,1385616.4230977488
584,380432.71822439437
585,1292833.469138464
586,774828.3275879363
587,1285796.8922371
588,1159049.0232628556
589,609279.6747830358
590,329687.42483450175
591,1023428.687271196
592,344417.43668321334
593,499430.0803009333
594,355939.5967088861
595,397268.78020281345
596,450884.7370842239
597,491419.88957409817
598,712665.1533110468
599,497938.8594000564
600,627808.7511865211
601,719976.2232312771
602,1019504.4580211934
603,398089.81616005
604,521493.5474891263
605,1117317.778727994
606,252393.2541515697
607,799910.348721909
608,527783.1582653554
609,1035760.8852408575
610,407191.07951302157
611,701751.51114526
612,560464.753649273
613,628750.8688261833
614,550209.9603699298
615,1337950.1688773395
616,324127.3199885802
617,450021.851786889
618,325727.85508784594
619,318146.3933150786
620,421582.01212476357
621,413418.71990597027
622,1414940.757626825
623,1327491.561011235
624,389489.8159119456
625,573184.0412493509
626,283281.32709867274
627,1373632.3476936454
628,380003.1709861425
629,1280521.3479118634
630,356331.0729846903
631,813771.1047477964
632,453646.7428983279
633,634383.0350230222
634,407339.55105864187
635,339514.249651732
636,615494.8130750003
637,556251.3818328738
638,373273.47234509327
639,222907.70887559495
640,627222.5155503948
641,958632.7298244532
642,414207.30806591944
643,577170.5078992604
644,435873.0224533619
645,573081.3309372903
646,382620.7161754274
647,348102.9089029521
648,412299.23463289853
649,363412.9277533045
650,488059.64607480034
651,945398.0157696612
652,454602.92137527245
653,572138.8752877492
654,373204.8557974765
655,1187073.0257678349
656,327424.6425602255
657,260375.9030056038
658,392763.97567662684
659,342691.16478749365
660,539427.4961603157
661,855223.8419726206
662,632763.7435750728
663,692144.7631718838
664,569891.0894843563
665,335245.7569505043
666,537795.2976321484
667,577959.9561582254
668,767776.5399038593
669,781975.0985324342
670,1149345.945295635
671,658336.296852873
672,271022.2402332985
673,763650.7260591016
674,880723.5586232767
675,431380.7551011197
676,407926.80906589073
677,554337.4149899913
678,319473.04926655843
679,224165.34899233517
680,594070.2736655171
681,362783.86337172566
682,378873.46276876866
683,385850.2591276936
684,500222.02856279066
685,832680.5308819297
686,1336734.2311142283
687,399954.2459723651
688,658336.296852873
689,305367.83442870755
690,721072.7878471114
691,940772.3260310049
692,678785.142023717
693,853919.4943221459
694,636264.2108385448
695,748609.9408851203
696,552648.6871782392
697,329515.2115874544
698,792317.7250859466
699,297520.53362991737
700,520692.4630897653
701,340394.82345099427
702,603436.5574135043
703,785502.5302679719
704,778810.9329466844
705,394572.99392725935
706,371469.82567149133
707,1342347.8634213307
708,229877.9846002344
709,1409443.8742846774
710,279639.1164926364
711,776151.6993421245
712,411132.3683868353
713,336226.44630449126
714,577748.1874982014
715,1157457.90411305
716,632451.5896011962
717,1047194.9350089203
718,572885.676070879
719,252393.2541515697
720,208216.62752639194
721,404104.19501014357
722,561079.3321740706
723,212113.4581713883
724,928923.9076923121
725,390094.3323456504
726,899595.032766315
727,496525.73871339107
728,692897.9510573017
729,391367.3249113484
730,657496.4121052333
731,861354.2236600086
732,278123.2592262807
733,392700.63870673225
734,614498.9209082987
735,371320.0956996445
736,206555.7682309617
737,393275.8738694856
738,1218809.1296258003
739,733177.7455076087
740,493597.5089374182
741,1356518.3623977837
742,826119.3331070447
743,384301.28884624114
744,257539.7965035831
745,344638.2565227676
746,335144.7634135768
747,1111644.0807464598
748,812705.9043946759
749,399236.12609817745
750,386425.54859634995
751,272201.3610208775
752,295009.01638972503
753,519272.3195902817
754,344036.6499749922
755,788256.3150044323
756,566561.6516411017
757,556178.5772333913
758,398331.8732959101
759,359614.9132157082
760,673375.6345743957
761,590922.976514292
762,505884.8282985452
763,243764.09727038146
764,959989.8420453884
765,250086.0438218395
766,795827.2432317367
767,1299124.9194809685
768,605579.1508610635
769,880610.7398610264
770,395955.79574602295
771,1287281.8480738571
772,1070112.1466266736
773,834973.7824840647
774,1183424.2963554445
775,871450.6695652028
776,1343720.1273511848
777,1413856.5072038085
778,236670.77444831692
779,368065.65225344076
780,339613.9393743258
781,336859.2807743645
782,423465.0644524376
783,821004.3719097957
784,322763.7189567746
785,488510.181878666
786,249832.38949620436
787,974008.6335497522
788,325868.1163075613
789,205977.79942866362
790,399327.8441592153
791,744983.4361241652
792,279733.42743639194
793,404111.2651270145
794,781198.059200815
795,546486.1090691052
796,561817.2020563657
797,328248.78089447896
798,983386.8078291855
799,485098.354765629
800,732452.6731180211
801,348691.9084745684
802,1291273.1654188759
803,1301742.8765725344
804,417458.8775963322
805,364153.0081216003
806,249261.52614300844
807,223371.25346820467
808,569891.0894843563
809,1200332.6316476609
810,632193.6764011745
811,641537.4028371049
812,446597.64704540244
813,309728.61814773455
814,680422.6054780948
815,1019844.0871877184
816,1241584.682187513
817,427449.1861698558
818,292674.0055224831
819,1145975.5054473365
820,780436.3861813912
821,395084.34147696075
822,553714.1004192192
823,835441.8595071076
824,446379.1442297439
825,1343175.4727753766
826,318116.5669112055
827,353867.21858033765
828,520447.08194087475
829,288444.17605466966
830,936630.6928407351
831,596615.8874631358
832,190407.86501875453
833,697974.8568486751
834,243276.30781869317
835,913368.8711821447
836,1020339.4901927671
837,499597.68624993856
838,1093039.1347038965
839,377701.7176814935
840,346687.31832362304
841,358623.2709432583
842,895463.016648717
843,841689.5551566816
844,648818.6215780294
845,1022098.9723067307
846,380011.24713701167
847,275701.32368001505
848,356450.4299656942
849,673472.2294102239
850,717528.5762682777
851,587293.7426505194
852,403752.037626528
853,620978.6277887453
854,333790.1790657909
855,352572.9791031228
856,322622.1623916446
857,814459.3399942099
858,320346.34488165536
859,1120281.3106296444
860,274013.09516688786
861,303029.6740756253
862,566562.2460897949
863,436214.6087742891
864,413770.9763370411
865,1173884.9468022343
866,323823.3788521712
867,905551.8158233393
868,1381811.3313942594
869,383107.4600185138
870,634399.8099639833
871,1202842.3694351865
872,492891.3292903215
873,1348701.760383424
874,1359490.3734895163
875,239428.51290424346
876,1063944.2656926748
877,486577.73886194767
878,277629.29683423263
879,263586.0993597577
880,583916.0828848472
881,1114804.8391931583
882,1253203.4633784406
883,279966.9763943881
884,1282203.9396444054
885,1226736.3558746113
886,666507.7918168373
887,256374.78891672823
888,344939.7583021444
889,614519.1022477935
890,702351.4474253188
891,963846.0267983237
892,709706.7812995176
893,256035.55504201745
894,223707.43843579158
895,1287311.091330903
896,639629.7107952085
897,230384.86872906153
898,377915.1959106245
899,632685.9555648718
900,1134369.860199892
901,500927.94992494246
902,373210.72158829914
903,833317.7669650166
904,520054.8136407307
905,515485.9304958476
906,722504.2483395062
907,1016136.4192419084
908,947527.304321428
909,1367851.2851328694
910,487877.11085683294
911,415068.14563510346
912,266583.86407488683
913,1286563.831527755
914,933466.5593785949
915,983254.8455956929
916,347384.00805222
917,1275699.5761231203
918,495816.5486098432
919,326952.69894390623
920,375325.7711526384
921,1098895.467276364
922,861944.6653256628
923,250346.90866218766
924,374788.5723612993
925,432743.83647512493
926,392471.7567368357
927,581149.3498638337
928,379485.009360339
929,1017671.2506938502
930,284633.6314812977
931,467556.67212806176
932,458085.35893752193
933,415965.3218046947
934,649470.0884004293
935,293164.3249643153
936,425809.3421264123
937,1319852.1585409848
938,326852.0481535994
939,1285796.8922371
940,452224.0424670976
941,1379447.9612535178
942,879240.0351537542
943,795334.9445804451
944,508949.38413289667
945,918921.0568683074
946,345304.4660782022
947,387457.1523903027
948,580547.725773856
949,1032920.1193989762
950,538998.8240257112
951,634849.9086802425
952,928827.8597006208
953,1299061.3691174872
954,1352404.8245841349
955,404965.3141689915
956,1295876.241653427
957,307707.80093292805
958,345953.9958835606
959,354115.7919322503
960,884602.9862116083
961,613323.8456515896
962,517896.66956767195
963,460401.43344081857
964,1290735.402726384
965,424756.267478508
966,294100.24181786843
967,823718.2931332879
968,965727.7191609382
969,537795.2976321484
970,1385282.1120026608
971,368614.5305506066
972,505092.7892440987
973,244588.9446885479
974,327902.20271313866
975,224533.4253093274
976,376694.30817080854
977,523905.3130440921
978,1324540.040512131
979,636392.2878750939
980,249130.9890003681
981,522199.62703958224
982,391530.8980835866
983,320346.34488165536
984,254763.23405542172
985,840356.0455010037
986,1086628.3705315178
987,1367528.9341841515
988,603358.4697158533
989,354340.3899168042
990,365157.12609817745
991,1059435.3229089072
992,851324.2727177332
993,253537.79814305448
994,598527.860994192
995,1208799.3677135715
996,673565.6515155323
997,542594.4968516771
998,631063.109436975
999,674327.8031346156
1000,538668.0202660639
1001,1332561.8822251093
1002,798327.8412935922
1003,288887.5177349411
1004,939235.038594436
1005,279622.0083829677
1006,374082.214459162
1007,738955.479695837
1008,874060.7922175002
1009,314018.4164011105
1010,269634.86649188143
1011,1219438.0789669312
1012,644868.2439310879
1013,564203.2373846198
1014,291175.5613673478
1015,535647.5238440251
1016,527372.4480580922
1017,223147.11229901263
1018,724927.520995014
1019,285482.1061376046
1020,413362.8175893299
1021,328712.64414867107
1022,298656.26779726567
1023,310686.90047255583
1024,1429807.1384222938
1025,872170.0115002018
1026,1245201.308436351
1027,529385.2068491797
1028,1011622.1715918544
1029,1183779.3582836438
1030,555651.0939872112
1031,508832.2434411751
1032,296873.95022447925
1033,1025169.1910901096
1034,318738.832955065
1035,529462.9975916685
1036,545540.696610894
1037,244469.5709755979
1038,1248467.051961521
1039,397361.84378509026
1040,332333.3070790784
1041,344057.33685745706
1042,223305.36348565627
1043,991375.3910116777
1044,391237.85144326097
1045,403988.35855222185
1046,596035.0098133645
1047,835441.8595071076
1048,926053.210621614
1049,1208799.3677135715
1050,828323.288352382
1051,424739.46123565256
1052,1423062.0045225406
1053,885283.4103085824
1054,1061739.4341660172
1055,365505.1413386851
1056,242202.28213468555
1057,501862.4766061455
1058,895337.0037897085
1059,1068712.2816718477
1060,487433.34774623776
1061,225710.76178643736
1062,1394381.6768118802
1063,899448.4460360341
1064,505047.66719556414
1065,558709.5964598318
1066,400682.59993428347
1067,383880.8049118468
1068,671927.24573377
1069,1192884.1423948063
1070,1288818.6019335783
1071,734687.8791803619
1072,1287350.2182535569
1073,574604.798302838
1074,408289.6781920128
1075,419014.47903307184
1076,336573.50077832816
1077,348324.8319412231
1078,233635.74553183207
1079,428389.82298328815
1080,660554.6944901105
1081,390239.6205262224
1082,792499.7021555076
1083,1379149.5782003193
1084,275332.0618359952
1085,673195.568664822
1086,250136.90801612393
1087,531310.4827063029
1088,593754.4919370504
1089,405311.8877226808
1090,395029.5228295928
1091,1294547.3730948828
1092,772624.9305470772
1093,422446.0886557836
1094,693629.2939911908
1095,229172.8991054436
1096,669691.486335122
1097,907744.1341437553
1098,629393.8671010783
1099,508105.2193591095
1100,997486.5404698622
1101,986438.766784939
1102,491081.6571254596
1103,1157457.90411305
1104,863684.9543477752
1105,525374.2224265722
1106,408267.4044642083
1107,932046.994465343
1108,582217.2414192775
1109,293205.0419042729
1110,921955.6945492588
1111,1232299.5979004332
1112,1188826.9651168704
1113,360122.03093281185
1114,352437.9969630339
1115,1119992.7006477646
1116,841234.0659744503
1117,334531.08497839083
1118,664146.1080620424
1119,688617.6880992104
1120,442683.3634973154
1121,1033628.4039458098
1122,348816.6485194036
1123,1344622.674987184
1124,383657.48731970147
1125,1169177.1983408828
1126,273810.9134380214
1127,991375.3910116777
1128,305068.5882000159
1129,1081087.4304856737
1130,329624.712502625
1131,465603.09074571216
1132,577061.7810272317
1133,466842.5207663735
1134,1423652.0931113595
1135,744109.7236681023
1136,1174948.3495314475
1137,996852.8312304987
1138,453710.725744921
1139,646580.215599647
1140,629012.4346772347
1141,250372.03519786542
1142,488287.155077724
1143,391186.9314626878
1144,380735.58192509407
1145,573081.3309372903
1146,353212.70145980414
1147,561079.3321740706
1148,1121110.026318369
1149,1399723.1558638127
1150,512991.4539549734
1151,351523.0851728715
1152,1370100.6087003485
1153,896917.515927204
1154,250283.20799655275
1155,545756.2175069668
1156,659937.4390517109
1157,375755.6990186953
1158,190951.65026808967
1159,693150.0129653877
1160,386409.7233754074
1161,576547.0872994252
1162,412433.0947630505
1163,602830.5640210011
1164,694075.9236184297
1165,1366201.0651469715
1166,528898.4556653127
1167,426522.81410549657
1168,385853.33251662314
1169,808855.1222487086
1170,1264592.808881263
1171,1163120.7148381101
1172,641511.0346775164
1173,767338.9245316017
1174,771736.3186000783
1175,378122.88863435976
1176,391844.90271677496
1177,761203.6249644742
1178,856831.0672708647
1179,1312057.217776717
1180,578308.7773743602
1181,917669.2182680031
1182,258349.80176101305
1183,207358.1894313579
1184,502572.56853729906
1185,400451.9602259269
1186,244418.85409409626
1187,355726.6633004451
1188,790402.0383895701
1189,279292.7447192806
1190,1210345.3479455784
1191,392504.9778859604
1192,255279.8482472032
1193,1135274.9977155635
1194,570217.9329587716
1195,224195.62769617498
1196,387012.38670199015
1197,414491.2862007245
1198,419324.160456393
1199,337735.29576368583
1200,429735.7687838901
1201,671175.8555822809
1202,584283.340947792
1203,254704.03006504042
1204,275148.4001471281
1205,361513.6342270924
1206,446146.4309667686
1207,299286.10667919775
1208,1214945.4705898424
1209,658336.296852873
1210,499654.1855736475
1211,926372.2130359622
1212,338663.6390447958
1213,966410.5530418755
1214,997486.5404698622
1215,214801.58901693532
1216,416124.824447401
1217,976333.5580329763
1218,410330.10525672697
1219,503075.68517636805
1220,590339.6660955984
1221,404461.7361458119
1222,223859.22415790593
1223,386564.89534237783
1224,643488.991930878
1225,512077.1490878244
1226,318449.07561671047
1227,364243.0183892448
1228,627757.429637091
1229,767296.3395433498
1230,340394.82345099427
1231,976423.6296887675
1232,281189.21222654573
1233,551108.1913032187
1234,583916.0828848472
1235,1221082.9944246865
1236,329393.4538533482
1237,1412508.2495568146
1238,329785.97699069703
1239,580191.9768922777
1240,238142.12283198134
1241,726145.3756801098
1242,274288.3449085919
1243,294255.6453471255
1244,380512.96944988304
1245,347648.42312983284
1246,1345910.9359297082
1247,1252973.92980323
1248,237724.95132431906
1249,329262.870009121
1250,338385.90733999695
1251,839114.6921747851
1252,1013447.2751731372
1253,531251.0116302138
1254,394407.511198381
1255,1251254.2452443838
1256,553301.5399322516
1257,440090.9254282907
1258,688313.7950536796
1259,1074660.4919752518
1260,553714.1004192192
1261,374407.3569713233
1262,234282.26193981778
1263,834607.7213482362
1264,377146.1921644662
1265,1146786.5190089606
1266,335637.25089013885
1267,482188.88806583715
1268,406022.50030170724
1269,326173.71090744255
1270,698075.2599188626
1271,1329791.5111334305
1272,615659.1521381321
1273,1086156.3129571944
1274,479952.84508429584
1275,268002.2410026387
1276,1231895.8663984423
1277,566638.6446287232
1278,851324.2727177332
1279,1045476.6713036142
1280,207358.1894313579
1281,394600.89642505965
1282,988745.5156343201
1283,901417.1991862993
1284,558680.5552345348
1285,881235.8268182665
1286,366132.34271356754
1287,358213.5623972356
1288,347418.44403317076
1289,312497.2070484866
1290,1173884.9468022343
1291,660661.1851998054
1292,748299.9108655656
1293,619958.178989497
1294,1173228.7280608474
1295,428389.82298328815
1296,686953.2382453252
1297,382409.74964065035
1298,265588.9871042946
1299,556251.3818328738
1300,1184425.6749490649
1301,360351.02373667737
1302,802109.566717181
1303,617646.7552998182
1304,488612.421375909
1305,721685.9973783385
1306,968518.4449340401
1307,423375.2090002665
1308,1303516.6781545824
1309,712570.6113569714
1310,324764.4084392622
1311,433346.73565522966
1312,310237.737217277
1313,804373.1693188435
1314,220015.0856547777
1315,1305741.805021223
1316,936132.1045120038
1317,282593.58821592195
1318,354885.9114486867
1319,504945.25796393683
1320,696160.6443775048
1321,690589.6213255209
1322,646291.4719880644
1323,831684.5752575655
1324,508721.89358025964
1325,448507.00267772947
1326,866394.3821080304
1327,648814.0575229501
1328,235702.03496750304
1329,206024.28354996926
1330,326277.7336091829
1331,355939.5967088861
1332,1044660.9861980363
1333,559670.9673643848
1334,733399.4549628195
1335,891384.5605842565
1336,637940.6623858718
1337,446379.1442297439
1338,370160.71980647
1339,557961.6332153651
1340,304258.4158568125
1341,791385.322038997
1342,593345.5110157488
1343,1380772.306927049
1344,1194131.6367452645
1345,997235.2949994984
1346,1308262.7695664316
1347,736932.6127579423
1348,500209.65689734917
1349,698349.8030315406
1350,418304.81074253627
1351,413738.8789512881
1352,538574.1362569688
